Map ID,Division,Code,Description,Level,Keyword 1,Weight 1,Keyword 2,Weight 2,Keyword 3,Weight 3,Keyword 4,Weight 4,Keyword 5,Weight 5,Project Elements Data
,09,09 22 16.13,Non-Structural Metal Stud Framing,5,,1,,1,,1,,1,,1,
,09,09 22 26,Suspension Systems,4,,1,,1,,1,,1,,1,
,09,09 22 26.23,Metal Suspension Systems,5,,1,,1,,1,,1,,1,
,09,09 22 26.33,Plastic Suspension Systems,5,,1,,1,,1,,1,,1,
,09,09 22 36,Lath,4,,1,,1,,1,,1,,1,
,09,09 22 36.13,Gypsum Lath,5,,1,,1,,1,,1,,1,
,09,09 22 36.23,Metal Lath,5,,1,,1,,1,,1,,1,
,09,09 22 39,Veneer Plaster Base,4,,1,,1,,1,,1,,1,
,09,09 23 00,Gypsum Plastering,3,,1,,1,,1,,1,,1,
,09,09 23 13,Acoustical Gypsum Plastering,4,,1,,1,,1,,1,,1,
,09,09 23 82,Fireproof Gypsum Plastering,4,,1,,1,,1,,1,,1,
,09,09 24 00,Cement Plastering,3,,1,,1,,1,,1,,1,
,09,09 24 13,Adobe Finish,4,,1,,1,,1,,1,,1,
,09,09 24 23,Cement Stucco,4,,1,,1,,1,,1,,1,
,09,09 24 33,Cement Parging,4,,1,,1,,1,,1,,1,
,09,09 25 00,Other Plastering,3,,1,,1,,1,,1,,1,
,09,09 25 13,Acrylic Plastering,4,,1,,1,,1,,1,,1,
,09,09 25 13.13,Acrylic Plaster Finish,5,,1,,1,,1,,1,,1,
,09,09 25 23,Lime Based Plastering,4,,1,,1,,1,,1,,1,
,09,09 25 26,Natural Clay Plastering,4,,1,,1,,1,,1,,1,
,09,09 26 00,Veneer Plastering,3,,1,,1,,1,,1,,1,
,09,09 26 13,Gypsum Veneer Plastering,4,,1,,1,,1,,1,,1,
,09,09 27 00,Plaster Fabrications,3,,1,,1,,1,,1,,1,
,09,09 27 13,Glass-Fiber-Reinforced Plaster Fabrications,4,,1,,1,,1,,1,,1,
,09,09 27 23,Simulated Plaster Fabrications,4,,1,,1,,1,,1,,1,
,09,09 28 00,Backing Boards and Underlayments,3,,1,,1,,1,,1,,1,
,09,09 28 13,Cementitious Backing Boards,4,,1,,1,,1,,1,,1,
,09,09 28 16,Glass-Mat Faced Gypsum Backing Boards,4,,1,,1,,1,,1,,1,
,09,09 28 19,Fibered Gypsum Backing Boards,4,,1,,1,,1,,1,,1,
,09,09 29 00,Gypsum Board,3,,1,,1,,1,,1,,1,
,09,09 29 82,Gypsum Board Fireproofing,4,,1,,1,,1,,1,,1,
,09,09 30 00,Tiling,3,,1,,1,,1,,1,,1,
,09,09 30 13,Ceramic Tiling,4,,1,,1,,1,,1,,1,
,09,09 30 16,Quarry Tiling,4,,1,,1,,1,,1,,1,
,09,09 30 19,Paver Tiling,4,,1,,1,,1,,1,,1,
,09,09 30 23,Glass Mosaic Tiling,4,,1,,1,,1,,1,,1,
,09,09 30 26,Plastic Tiling,4,,1,,1,,1,,1,,1,
,09,09 30 29,Metal Tiling,4,,1,,1,,1,,1,,1,
,09,09 30 33,Stone Tiling,4,,1,,1,,1,,1,,1,
,09,09 30 36,Concrete Tiling,4,,1,,1,,1,,1,,1,
,09,09 30 39,Brick Tiling,4,,1,,1,,1,,1,,1,
,09,09 31 00,Thin-Set Tiling,3,,1,,1,,1,,1,,1,
,09,09 31 13,Thin-Set Ceramic Tiling,4,,1,,1,,1,,1,,1,
,09,09 31 16,Thin-Set Quarry Tiling,4,,1,,1,,1,,1,,1,
,09,09 31 19,Thin-Set Paver Tiling,4,,1,,1,,1,,1,,1,
,09,09 31 23,Thin-Set Glass Mosaic Tiling,4,,1,,1,,1,,1,,1,
,09,09 31 26,Thin-Set Plastic Tiling,4,,1,,1,,1,,1,,1,
,09,09 31 29,Thin-Set Metal Tiling,4,,1,,1,,1,,1,,1,
,09,09 31 33,Thin-Set Stone Tiling,4,,1,,1,,1,,1,,1,
,09,09 31 36,Thin-Set Concrete Tiling,4,,1,,1,,1,,1,,1,
,09,09 32 00,Mortar-Bed Tiling,3,,1,,1,,1,,1,,1,
,09,09 32 13,Mortar-Bed Ceramic Tiling,4,,1,,1,,1,,1,,1,
,09,09 32 16,Mortar-Bed Quarry Tiling,4,,1,,1,,1,,1,,1,
,09,09 32 19,Mortar-Bed Paver Tiling,4,,1,,1,,1,,1,,1,
,09,09 32 23,Mortar-Bed Glass Mosaic Tiling,4,,1,,1,,1,,1,,1,
,09,09 32 26,Mortar-Bed Plastic Tiling,4,,1,,1,,1,,1,,1,
,09,09 32 29,Mortar-Bed Metal Tiling,4,,1,,1,,1,,1,,1,
,09,09 32 33,Mortar-Bed Stone Tiling,4,,1,,1,,1,,1,,1,
,09,09 32 36,Mortar-Bed Concrete Tiling,4,,1,,1,,1,,1,,1,
,09,09 33 00,Conductive Tiling,3,,1,,1,,1,,1,,1,
,09,09 33 13,Conductive Ceramic Tiling,4,,1,,1,,1,,1,,1,
,09,09 33 16,Conductive Quarry Tiling,4,,1,,1,,1,,1,,1,
,09,09 33 19,Conductive Paver Tiling,4,,1,,1,,1,,1,,1,
,09,09 33 23,Conductive Glass Mosaic Tiling,4,,1,,1,,1,,1,,1,
,09,09 33 26,Conductive Plastic Tiling,4,,1,,1,,1,,1,,1,
,09,09 33 29,Conductive Metal Tiling,4,,1,,1,,1,,1,,1,
,09,09 33 33,Conductive Stone Tiling,4,,1,,1,,1,,1,,1,
,09,09 33 36,Conductive Concrete Tiling,4,,1,,1,,1,,1,,1,
,09,09 34 00,Waterproofing-Membrane Tiling,3,,1,,1,,1,,1,,1,
,09,09 34 13,Waterproofing-Membrane Ceramic Tiling,4,,1,,1,,1,,1,,1,
,09,09 34 16,Waterproofing-Membrane Quarry Tiling,4,,1,,1,,1,,1,,1,
,09,09 34 19,Waterproofing-Membrane Paver Tiling,4,,1,,1,,1,,1,,1,
,09,09 34 23,Waterproofing-Membrane Glass Mosaic Tiling,4,,1,,1,,1,,1,,1,
,09,09 34 26,Waterproofing-Membrane Plastic Tiling,4,,1,,1,,1,,1,,1,
,09,09 34 29,Waterproofing-Membrane Metal Tiling,4,,1,,1,,1,,1,,1,
,09,09 34 33,Waterproofing-Membrane Stone Tiling,4,,1,,1,,1,,1,,1,
,09,09 34 36,Waterproofing-Membrane Concrete Tiling,4,,1,,1,,1,,1,,1,
,09,09 35 00,Chemical-Resistant Tiling,3,,1,,1,,1,,1,,1,
,09,09 35 13,Chemical-Resistant Ceramic Tiling,4,,1,,1,,1,,1,,1,
,09,09 35 16,Chemical-Resistant Quarry Tiling,4,,1,,1,,1,,1,,1,
,09,09 35 19,Chemical-Resistant Paver Tiling,4,,1,,1,,1,,1,,1,
,09,09 35 23,Chemical-Resistant Glass Mosaic Tiling,4,,1,,1,,1,,1,,1,
,09,09 35 26,Chemical-Resistant Plastic Tiling,4,,1,,1,,1,,1,,1,
,09,09 35 29,Chemical-Resistant Metal Tiling,4,,1,,1,,1,,1,,1,
,09,09 35 33,Chemical-Resistant Stone Tiling,4,,1,,1,,1,,1,,1,
,09,09 35 36,Chemical-Resistant Concrete Tiling,4,,1,,1,,1,,1,,1,
,09,09 50 00,Ceilings,3,,1,,1,,1,,1,,1,
,09,09 51 00,Acoustical Ceilings,3,,1,,1,,1,,1,,1,
,09,09 51 13,Acoustical Panel Ceilings,4,,1,,1,,1,,1,,1,
,09,09 51 14,Acoustical Fabric-Faced Panel Ceilings,4,,1,,1,,1,,1,,1,
,09,09 51 23,Acoustical Tile Ceilings,4,,1,,1,,1,,1,,1,
,09,09 51 26,Acoustical Wood Ceilings,4,,1,,1,,1,,1,,1,
,09,09 51 33,Acoustical Metal Pan Ceilings,4,,1,,1,,1,,1,,1,
,09,09 51 33.13,Acoustical Snap-in Metal Pan Ceilings,5,,1,,1,,1,,1,,1,
,09,09 51 53,Direct-Applied Acoustical Ceilings,4,,1,,1,,1,,1,,1,
,09,09 53 00,Acoustical Ceiling Suspension Assemblies,3,,1,,1,,1,,1,,1,
,09,09 53 13,Curved Profile Ceiling Suspension Assemblies,4,,1,,1,,1,,1,,1,
,09,09 53 23,Metal Acoustical Ceiling Suspension Assemblies,4,,1,,1,,1,,1,,1,
,09,09 53 33,Plastic Acoustical Ceiling Suspension Assemblies,4,,1,,1,,1,,1,,1,
,09,09 54 00,Specialty Ceilings,3,,1,,1,,1,,1,,1,
,09,09 54 13,Open Metal Mesh Ceilings,4,,1,,1,,1,,1,,1,
,09,09 54 16,Luminous Ceilings,4,,1,,1,,1,,1,,1,
,09,09 54 19,Mirror Panel Ceilings,4,,1,,1,,1,,1,,1,
,09,09 54 23,Linear Metal Ceilings,4,,1,,1,,1,,1,,1,
,09,09 54 26,Suspended Wood Ceilings,4,,1,,1,,1,,1,,1,
,09,09 54 33,Decorative Panel Ceilings,4,,1,,1,,1,,1,,1,
,09,09 54 36,Suspended Decorative Grids,4,,1,,1,,1,,1,,1,
,09,09 54 43,Stretched-Fabric Ceiling Systems,4,,1,,1,,1,,1,,1,
,09,09 54 46,Fabric-Wrapped Ceiling Panels,4,,1,,1,,1,,1,,1,
,09,09 54 53,Fiberglass Reinforced Panel Ceilings,4,,1,,1,,1,,1,,1,
,09,09 56 00,Textured Ceilings,3,,1,,1,,1,,1,,1,
,09,09 56 13,Gypsum-Panel Textured Ceilings,4,,1,,1,,1,,1,,1,
,09,09 56 16,Metal-Panel Textured Ceilings,4,,1,,1,,1,,1,,1,
,09,09 57 00,Special Function Ceilings,3,,1,,1,,1,,1,,1,
,09,09 57 53,Security Ceiling Assemblies,4,,1,,1,,1,,1,,1,
,09,09 58 00,Integrated Ceiling Assemblies,3,,1,,1,,1,,1,,1,
,09,09 60 00,Flooring,3,,1,,1,,1,,1,,1,
,09,09 60 13,Acoustical Underlayment,4,,1,,1,,1,,1,,1,
,09,09 61 00,Flooring Treatment,3,,1,,1,,1,,1,,1,
,09,09 61 13,Slip-Resistant Flooring Treatment,4,,1,,1,,1,,1,,1,
,09,09 61 36,Static-Resistant Flooring Treatment,4,,1,,1,,1,,1,,1,
,09,09 62 00,Specialty Flooring,3,,1,,1,,1,,1,,1,
,09,09 62 13,Asphaltic Plank Flooring,4,,1,,1,,1,,1,,1,
,09,09 62 19,Laminate Flooring,4,,1,,1,,1,,1,,1,
,09,09 62 23,Bamboo Flooring,4,,1,,1,,1,,1,,1,
,09,09 62 26,Leather Flooring,4,,1,,1,,1,,1,,1,
,09,09 62 29,Cork Flooring,4,,1,,1,,1,,1,,1,
,09,09 62 35,Acid-Resistant Flooring,4,,1,,1,,1,,1,,1,
,09,09 62 48,Acoustic Flooring,4,,1,,1,,1,,1,,1,
,09,09 62 53,Synthetic Turf Flooring,4,,1,,1,,1,,1,,1,
,09,09 62 63,Metal Flooring,4,,1,,1,,1,,1,,1,
,09,09 62 63.13,Aluminum Flooring,5,,1,,1,,1,,1,,1,
,09,09 62 63.16,Stainless Steel Flooring,5,,1,,1,,1,,1,,1,
,09,09 62 83,Structural Glass Flooring,4,,1,,1,,1,,1,,1,
,09,09 63 00,Masonry Flooring,3,,1,,1,,1,,1,,1,
,09,09 63 13,Brick Flooring,4,,1,,1,,1,,1,,1,
,09,09 63 13.35,Chemical-Resistant Brick Flooring,5,,1,,1,,1,,1,,1,
,09,09 63 40,Stone Flooring,4,,1,,1,,1,,1,,1,
,09,09 63 43,Composition Stone Flooring,4,,1,,1,,1,,1,,1,
,09,09 64 00,Wood Flooring,3,,1,,1,,1,,1,,1,
,09,09 64 16,Wood Block Flooring,4,,1,,1,,1,,1,,1,
,09,09 64 19,Wood Composition Flooring,4,,1,,1,,1,,1,,1,
,09,09 64 23,Wood Parquet Flooring,4,,1,,1,,1,,1,,1,
,09,09 64 23.13,Acrylic-Impregnated Wood Parquet Flooring,5,,1,,1,,1,,1,,1,
,09,09 64 29,Wood Strip and Plank Flooring,4,,1,,1,,1,,1,,1,
,09,09 64 33,Laminated Wood Flooring,4,,1,,1,,1,,1,,1,
,09,09 64 53,Resilient Wood Flooring Assemblies,4,,1,,1,,1,,1,,1,
,09,09 64 66,Wood Athletic Flooring,4,,1,,1,,1,,1,,1,
,09,09 65 00,Resilient Flooring,3,,1,,1,,1,,1,,1,
,09,09 65 13,Resilient Base and Accessories,4,,1,,1,,1,,1,,1,
,09,09 65 13.13,Resilient Base,5,,1,,1,,1,,1,,1,
,09,09 65 13.23,Resilient Stair Treads and Risers,5,,1,,1,,1,,1,,1,
,09,09 65 13.26,Resilient Stair Nosings,5,,1,,1,,1,,1,,1,
,09,09 65 13.33,Resilient Accessories,5,,1,,1,,1,,1,,1,
,09,09 65 13.36,Resilient Carpet Transitions,5,,1,,1,,1,,1,,1,
,09,09 65 16,Resilient Sheet Flooring,4,,1,,1,,1,,1,,1,
,09,09 65 16.23,Vinyl Sheet Flooring,5,,1,,1,,1,,1,,1,
,09,09 65 16.33,Rubber Sheet Flooring,5,,1,,1,,1,,1,,1,
,09,09 65 16.43,PVC-Free Sheet Flooring,5,,1,,1,,1,,1,,1,
,09,09 65 19,Resilient Tile Flooring,4,,1,,1,,1,,1,,1,
,09,09 65 33,Conductive Resilient Flooring,4,,1,,1,,1,,1,,1,
,09,09 65 36,Static-Control Resilient Flooring,4,,1,,1,,1,,1,,1,
,09,09 65 36.13,Static-Dissipative Resilient Flooring,5,,1,,1,,1,,1,,1,
,09,09 65 36.16,Static-Resistant Resilient Flooring,5,,1,,1,,1,,1,,1,
,09,09 65 43,Linoleum Flooring,4,,1,,1,,1,,1,,1,
,09,09 65 66,Resilient Athletic Flooring,4,,1,,1,,1,,1,,1,
,09,09 66 00,Terrazzo Flooring,3,,1,,1,,1,,1,,1,
,09,09 66 13,Portland Cement Terrazzo Flooring,4,,1,,1,,1,,1,,1,
,09,09 66 13.13,Sand Cushion Terrazzo Flooring,5,,1,,1,,1,,1,,1,
,09,09 66 13.16,Monolithic Terrazzo Flooring,5,,1,,1,,1,,1,,1,
,09,09 66 13.19,Bonded Terrazzo Flooring,5,,1,,1,,1,,1,,1,
,09,09 66 13.23,Palladina Terrazzo Flooring,5,,1,,1,,1,,1,,1,
,09,09 66 13.26,Rustic Terrazzo Flooring,5,,1,,1,,1,,1,,1,
,09,09 66 13.33,Structural Terrazzo Flooring,5,,1,,1,,1,,1,,1,
,09,09 66 16,Terrazzo Floor Tile,4,,1,,1,,1,,1,,1,
,09,09 66 16.13,Portland Cement Terrazzo Floor Tile,5,,1,,1,,1,,1,,1,
,09,09 66 16.16,Plastic-Matrix Terrazzo Floor Tile,5,,1,,1,,1,,1,,1,
,09,09 66 23,Resinous Matrix Terrazzo Flooring,4,,1,,1,,1,,1,,1,
,09,09 66 23.13,Polyacrylate Modified Cementitious Terrazzo Flooring,5,,1,,1,,1,,1,,1,
,09,09 66 23.16,Epoxy-Resin Terrazzo Flooring,5,,1,,1,,1,,1,,1,
,09,09 66 23.19,Polyester-Resin Terrazzo Flooring,5,,1,,1,,1,,1,,1,
,09,09 66 33,Conductive Terrazzo Flooring,4,,1,,1,,1,,1,,1,
,09,09 66 33.13,Conductive Epoxy-Resin Terrazzo,5,,1,,1,,1,,1,,1,
,09,09 66 33.16,Conductive Polyester-Resin Terrazzo Flooring,5,,1,,1,,1,,1,,1,
,09,09 66 33.19,Conductive Plastic-Matrix Terrazzo Flooring,5,,1,,1,,1,,1,,1,
,09,09 67 00,Fluid-Applied Flooring,3,,1,,1,,1,,1,,1,
,09,09 67 13,Elastomeric Liquid Flooring,4,,1,,1,,1,,1,,1,
,09,09 67 13.33,Conductive Elastomeric Liquid Flooring,5,,1,,1,,1,,1,,1,
,09,09 67 16,Epoxy-Marble Chip Flooring,4,,1,,1,,1,,1,,1,
,09,09 67 19,Magnesium-Oxychloride Flooring,4,,1,,1,,1,,1,,1,
,09,09 67 23,Resinous Flooring,4,,1,,1,,1,,1,,1,
,09,09 67 26,Quartz Flooring,4,,1,,1,,1,,1,,1,
,09,09 67 66,Fluid-Applied Athletic Flooring,4,,1,,1,,1,,1,,1,
,09,09 68 00,Carpeting,3,,1,,1,,1,,1,,1,
,09,09 68 13,Tile Carpeting,4,,1,,1,,1,,1,,1,
,09,09 68 16,Sheet Carpeting,4,,1,,1,,1,,1,,1,
,09,09 69 00,Access Flooring,3,,1,,1,,1,,1,,1,
,09,09 69 13,Rigid-Grid Access Flooring,4,,1,,1,,1,,1,,1,
,09,09 69 16,Snap-on Stringer Access Flooring,4,,1,,1,,1,,1,,1,
,09,09 69 19,Stringerless Access Flooring,4,,1,,1,,1,,1,,1,
,09,09 69 33,Low-Profile Fixed Height Access Flooring,4,,1,,1,,1,,1,,1,
,09,09 69 53,Access Flooring Accessories,4,,1,,1,,1,,1,,1,
,09,09 69 56,Access Flooring Stairs and Stringers,4,,1,,1,,1,,1,,1,
,09,09 70 00,Wall Finishes,3,,1,,1,,1,,1,,1,
,09,09 72 00,Wall Coverings,3,,1,,1,,1,,1,,1,
,09,09 72 13,Cork Wall Coverings,4,,1,,1,,1,,1,,1,
,09,09 72 16,Vinyl-Coated Fabric Wall Coverings,4,,1,,1,,1,,1,,1,
,09,09 72 16.13,Flexible Vinyl Wall Coverings,5,,1,,1,,1,,1,,1,
,09,09 72 16.16,Rigid-Sheet Vinyl Wall Coverings,5,,1,,1,,1,,1,,1,
,09,09 72 19,Textile Wall Coverings,4,,1,,1,,1,,1,,1,
,09,09 72 23,Wallpapering,4,,1,,1,,1,,1,,1,
,09,09 73 00,Wall Carpeting,3,,1,,1,,1,,1,,1,
,09,09 74 00,Flexible Wood Sheets,3,,1,,1,,1,,1,,1,
,09,09 74 13,Wood Wall Coverings,4,,1,,1,,1,,1,,1,
,09,09 74 16,Flexible Wood Veneers,4,,1,,1,,1,,1,,1,
,09,09 75 00,Stone Facing,3,,1,,1,,1,,1,,1,
,09,09 75 13,Stone Wall Facing,4,,1,,1,,1,,1,,1,
,09,09 75 19,Stone Trim,4,,1,,1,,1,,1,,1,
,09,09 76 00,Plastic Blocks,3,,1,,1,,1,,1,,1,
,09,09 77 00,Special Wall Surfacing,3,,1,,1,,1,,1,,1,
,09,09 77 13,Stretched-Fabric Wall Systems,4,,1,,1,,1,,1,,1,
,09,09 77 23,Fabric-Wrapped Panels,4,,1,,1,,1,,1,,1,
,09,09 77 53,Vegetated Wall Systems,4,,1,,1,,1,,1,,1,
,09,09 80 00,Acoustic Treatment,3,,1,,1,,1,,1,,1,
,09,09 81 00,Acoustic Insulation,3,,1,,1,,1,,1,,1,
,09,09 81 13,Acoustic Board Insulation,4,,1,,1,,1,,1,,1,
,09,09 81 16,Acoustic Blanket Insulation,4,,1,,1,,1,,1,,1,
,09,09 81 29,Sprayed Acoustic Insulation,4,,1,,1,,1,,1,,1,
,09,09 83 00,Acoustic Finishes,3,,1,,1,,1,,1,,1,
,09,09 83 13,Acoustic Wall Coating,4,,1,,1,,1,,1,,1,
,09,09 83 16,Acoustic Ceiling Coating,4,,1,,1,,1,,1,,1,
,09,09 83 22,Acoustic Drapery,4,,1,,1,,1,,1,,1,
,09,09 84 00,Acoustic Room Components,3,,1,,1,,1,,1,,1,
,09,09 84 13,Fixed Sound-Absorptive Panels,4,,1,,1,,1,,1,,1,
,09,09 84 14,Acoustic Stretched-Fabric Wall Systems,4,,1,,1,,1,,1,,1,
,09,09 84 16,Fixed Sound-Reflective Panels,4,,1,,1,,1,,1,,1,
,09,09 84 23,Moveable Sound-Absorptive Panels,4,,1,,1,,1,,1,,1,
,09,09 84 26,Moveable Sound-Reflective Panels,4,,1,,1,,1,,1,,1,
,09,09 84 33,Sound-Absorbing Wall Units,4,,1,,1,,1,,1,,1,
,09,09 84 36,Sound-Absorbing Ceiling Units,4,,1,,1,,1,,1,,1,
,09,09 90 00,Painting and Coating,3,,1,,1,,1,,1,,1,
,09,09 91 00,Painting,3,,1,,1,,1,,1,,1,
,09,09 91 13,Exterior Painting,4,,1,,1,,1,,1,,1,
,09,09 91 23,Interior Painting,4,,1,,1,,1,,1,,1,
,09,09 93 00,Staining and Transparent Finishing,3,,1,,1,,1,,1,,1,
,09,09 93 13,Exterior Staining and Finishing,4,,1,,1,,1,,1,,1,
,09,09 93 13.13,Exterior Staining,5,,1,,1,,1,,1,,1,
,09,09 93 13.53,Exterior Finishing,5,,1,,1,,1,,1,,1,
,09,09 93 23,Interior Staining and Finishing,4,,1,,1,,1,,1,,1,
,09,09 93 23.13,Interior Staining,5,,1,,1,,1,,1,,1,
,09,09 93 23.53,Interior Finishing,5,,1,,1,,1,,1,,1,
,09,09 94 00,Decorative Finishing,3,,1,,1,,1,,1,,1,
,09,09 94 13,Textured Finishing,4,,1,,1,,1,,1,,1,
,09,09 94 16,Faux Finishing,4,,1,,1,,1,,1,,1,
,09,09 94 19,Multicolor Interior Finishing,4,,1,,1,,1,,1,,1,
,09,09 96 00,High-Performance Coatings,3,,1,,1,,1,,1,,1,
,09,09 96 13,Abrasion-Resistant Coatings,4,,1,,1,,1,,1,,1,
,09,09 96 23,Graffiti-Resistant Coatings,4,,1,,1,,1,,1,,1,
,09,09 96 26,Marine Coatings,4,,1,,1,,1,,1,,1,
,09,09 96 33,High-Temperature-Resistant Coatings,4,,1,,1,,1,,1,,1,
,09,09 96 35,Chemical-Resistant Coatings,4,,1,,1,,1,,1,,1,
,09,09 96 43,Fire-Retardant Coatings,4,,1,,1,,1,,1,,1,
,09,09 96 46,Intumescent Painting,4,,1,,1,,1,,1,,1,
,09,09 96 53,Elastomeric Coatings,4,,1,,1,,1,,1,,1,
,09,09 96 56,Epoxy Coatings,4,,1,,1,,1,,1,,1,
,09,09 96 59,High-Build Glazed Coatings,4,,1,,1,,1,,1,,1,
,09,09 96 63,Textured Plastic Coatings,4,,1,,1,,1,,1,,1,
,09,09 96 66,Aggregate Wall Coatings,4,,1,,1,,1,,1,,1,
,09,09 97 00,Special Coatings,3,,1,,1,,1,,1,,1,
,09,09 97 13,Steel Coatings,4,,1,,1,,1,,1,,1,
,09,09 97 13.13,Interior Steel Coatings,5,,1,,1,,1,,1,,1,
,09,09 97 13.23,Exterior Steel Coatings,5,,1,,1,,1,,1,,1,
,09,09 97 23,Concrete and Masonry Coatings,4,,1,,1,,1,,1,,1,
,09,09 97 26,Cementitious Coatings,4,,1,,1,,1,,1,,1,
,09,09 97 26.13,Interior Cementitious Coatings,5,,1,,1,,1,,1,,1,
,09,09 97 26.23,Exterior Cementitious Coatings,5,,1,,1,,1,,1,,1,
,10,10 00 00,Specialties,2,,1,,1,,1,,1,,1,
,10,10 01 00,Operation and Maintenance of Specialties,3,,1,,1,,1,,1,,1,
,10,10 01 10,Operation and Maintenance of Information Specialties,4,,1,,1,,1,,1,,1,
,10,10 01 20,Operation and Maintenance of Interior Specialties,4,,1,,1,,1,,1,,1,
,10,10 01 30,Operation and Maintenance of Fireplaces and Stoves,4,,1,,1,,1,,1,,1,
,10,10 01 40,Operation and Maintenance of Safety Specialties,4,,1,,1,,1,,1,,1,
,10,10 01 50,Operation and Maintenance of Storage Specialties,4,,1,,1,,1,,1,,1,
,10,10 01 70,Operation and Maintenance of Exterior Specialties,4,,1,,1,,1,,1,,1,
,10,10 01 80,Operation and Maintenance of Other Specialties,4,,1,,1,,1,,1,,1,
,10,10 05 00,Common Work Results for Specialties,3,,1,,1,,1,,1,,1,
,10,10 08 00,Commissioning of Specialties,3,,1,,1,,1,,1,,1,
,10,10 10 00,Information Specialties,3,,1,,1,,1,,1,,1,
,10,10 11 00,Visual Display Units,3,,1,,1,,1,,1,,1,
,10,10 11 13,Chalkboards,4,,1,,1,,1,,1,,1,
,10,10 11 13.13,Fixed Chalkboards,5,,1,,1,,1,,1,,1,
,10,10 11 13.23,Modular-Support-Mounted Chalkboards,5,,1,,1,,1,,1,,1,
,10,10 11 13.33,Rail-Mounted Chalkboards,5,,1,,1,,1,,1,,1,
,10,10 11 13.43,Portable Chalkboards,5,,1,,1,,1,,1,,1,
,10,10 11 16,Markerboards,4,,1,,1,,1,,1,,1,
,10,10 11 16.13,Fixed Markerboards,5,,1,,1,,1,,1,,1,
,10,10 11 16.23,Modular-Support-Mounted Markerboards,5,,1,,1,,1,,1,,1,
,10,10 11 16.33,Rail-Mounted Markerboards,5,,1,,1,,1,,1,,1,
,10,10 11 16.43,Portable Markerboards,5,,1,,1,,1,,1,,1,
,10,10 11 16.53,Electronic Markerboards,5,,1,,1,,1,,1,,1,
,10,10 11 23,Tackboards,4,,1,,1,,1,,1,,1,
,10,10 11 23.13,Fixed Tackboards,5,,1,,1,,1,,1,,1,
,10,10 11 23.23,Modular-Support-Mounted Tackboards,5,,1,,1,,1,,1,,1,
,10,10 11 23.33,Rail-Mounted Tackboards,5,,1,,1,,1,,1,,1,
,10,10 11 23.43,Portable Tackboards,5,,1,,1,,1,,1,,1,
,10,10 11 33,Sliding Visual Display Units,4,,1,,1,,1,,1,,1,
,10,10 11 33.13,Horizontal-Sliding Visual Display Units,5,,1,,1,,1,,1,,1,
,10,10 11 33.23,Vertical-Sliding Visual Display Units,5,,1,,1,,1,,1,,1,
,10,10 11 36,Visual Display Conference Units,4,,1,,1,,1,,1,,1,
,10,10 11 39,Visual Display Rails,4,,1,,1,,1,,1,,1,
,10,10 11 43,Visual Display Wall Panels,4,,1,,1,,1,,1,,1,
,10,10 11 46,Visual Display Fabrics,4,,1,,1,,1,,1,,1,
,10,10 12 00,Display Cases,3,,1,,1,,1,,1,,1,
,10,10 13 00,Directories,3,,1,,1,,1,,1,,1,
,10,10 13 13,Electronic Directories,4,,1,,1,,1,,1,,1,
,10,10 13 23,Illuminated Directories,4,,1,,1,,1,,1,,1,
,10,10 14 00,Signage,3,,1,,1,,1,,1,,1,
,10,10 14 16,Plaques,4,,1,,1,,1,,1,,1,
,10,10 14 19,Dimensional Letter Signage,4,,1,,1,,1,,1,,1,
,10,10 14 23,Panel Signage,4,,1,,1,,1,,1,,1,
,10,10 14 23.13,Engraved Panel Signage,5,,1,,1,,1,,1,,1,
,10,10 14 26,Post and Panel/Pylon Signage,4,,1,,1,,1,,1,,1,
,10,10 14 33,Illuminated Panel Signage,4,,1,,1,,1,,1,,1,
,10,10 14 43,Photoluminescent Signage,4,,1,,1,,1,,1,,1,
,10,10 14 53,Traffic Signage,4,,1,,1,,1,,1,,1,
,10,10 14 53.13,Transportation Reference Markers,5,,1,,1,,1,,1,,1,
,10,10 14 63,Electronic Message Signage,4,,1,,1,,1,,1,,1,
,10,10 14 64,Audible Signage,4,,1,,1,,1,,1,,1,
,10,10 14 66,Floating Signage,4,,1,,1,,1,,1,,1,
,10,10 17 00,Telephone Specialties,3,,1,,1,,1,,1,,1,
,10,10 17 13,Telephone Directory Units,4,,1,,1,,1,,1,,1,
,10,10 17 16,Telephone Enclosures,4,,1,,1,,1,,1,,1,
,10,10 17 16.13,Telephone Stalls,5,,1,,1,,1,,1,,1,
,10,10 17 16.16,Telephone Alcoves,5,,1,,1,,1,,1,,1,
,10,10 17 19,Telephone Shelving,4,,1,,1,,1,,1,,1,
,10,10 18 00,Informational Kiosks,3,,1,,1,,1,,1,,1,
,10,10 20 00,Interior Specialties,3,,1,,1,,1,,1,,1,
,10,10 21 00,Compartments and Cubicles,3,,1,,1,,1,,1,,1,
,10,10 21 13,Toilet Compartments,4,,1,,1,,1,,1,,1,
,10,10 21 13.13,Metal Toilet Compartments,5,,1,,1,,1,,1,,1,
,10,10 21 13.16,Plastic-Laminate-Clad Toilet Compartments,5,,1,,1,,1,,1,,1,
,10,10 21 13.19,Plastic Toilet Compartments,5,,1,,1,,1,,1,,1,
,10,10 21 13.23,Particleboard Toilet Compartments,5,,1,,1,,1,,1,,1,
,10,10 21 13.40,Stone Toilet Compartments,5,,1,,1,,1,,1,,1,
,10,10 21 16,Shower and Dressing Compartments,4,,1,,1,,1,,1,,1,
